sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
M,38.297259,1.789109,100.066268,sim,sim,2.014194,2.050121,as vezes,nao,2.184707,2.000561,0.853891,frequentemente,carro
M,19.0,1.69,65.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
F,25.999942,1.627483,104.881994,sim,sim,3.0,3.0,as vezes,nao,2.569364,0.159255,0.419446,as vezes,transporte publico
F,23.0,1.75,56.0,nao,nao,3.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,transporte publico
,21.760734,1.73581,135.346677,sim,sim,3.0,3.0,as vezes,nao,2.611654,1.618512,0.868788,as vezes,transporte publico
F,19.317148,1.731195,49.650897,nao,sim,2.919751,3.576103,as vezes,nao,1.949308,1.940182,1.0,as vezes,transporte publico
F,38.0,1.5,60.0,sim,sim,2.0,1.0,sempre,sim,2.0,0.0,0.0,as vezes,carro
F,23.0,1.6,63.0,sim,nao,3.0,3.0,frequentemente,nao,2.0,3.0,0.0,as vezes,andando
M,22.740275,1.717288,75.948164,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
F,25.380557,1.630379,46.062954,sim,sim,2.690754,3.03779,frequentemente,nao,2.212296,1.616882,0.0,nao,transporte publico
M,18.0,1.767058,51.132809,sim,sim,2.708965,3.0,,nao,1.873004,1.21718,1.0,as vezes,transporte publico
M,21.0,1.75,50.0,sim,,3.0,4.0,frequentemente,nao,,1.0,0.0,nao,andando
M,26.348156,1.830317,117.75701,sim,sim,2.068834,3.0,as vezes,nao,,1.217993,0.038253,as vezes,transporte publico
M,19.0,1.67,68.0,nao,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,transporte publico
M,19.0,1.82,75.0,sim,nao,2.0,3.0,frequentemente,nao,2.0,1.0,0.0,nao,transporte publico
F,21.768834,1.733383,135.524857,sim,sim,3.0,3.0,as vezes,nao,1.485736,1.950374,0.869238,as vezes,transporte publico
M,32.241587,1.757961,87.906019,sim,sim,2.0,1.79558,as vezes,nao,1.855054,1.083572,0.218574,as vezes,transporte publico
M,30.796262,1.668478,100.543983,sim,sim,2.9553,2.378211,as vezes,nao,,1.738267,0.394533,nao,transporte publico
F,21.813083,1.712515,,sim,sim,2.8813,3.087544,frequentemente,nao,1.24818,1.952427,0.427461,,transporte publico
M,22.936098,1.702825,93.638318,sim,sim,2.0,3.0,as vezes,nao,1.746197,0.455216,0.335158,nao,
M,17.888073,1.841879,60.0,sim,sim,3.0,3.732126,as vezes,nao,2.0,2.000934,0.384662,nao,carro
M,38.71216,1.770278,117.29188,sim,sim,2.252382,2.842848,as vezes,nao,1.879381,0.919388,0.0,as vezes,carro
F,22.0,1.65,60.0,,sim,,3.0,as vezes,nao,2.0,,0.0,as vezes,carro
F,31.166572,1.680858,71.81338,sim,sim,2.048216,3.0,as vezes,nao,1.305816,0.170452,0.276806,as vezes,carro
M,26.0,1.74,,nao,nao,2.0,3.0,as vezes,nao,2.0,2.0,0.0,nao,carro
F,18.988581,1.544263,41.535047,nao,sim,2.68601,1.0,as vezes,,1.310074,0.0,1.0647,as vezes,transporte publico
F,33.0,1.55,55.0,sim,sim,,1.0,,,3.0,2.0,1.0,as vezes,transporte publico
M,20.491475,1.975663,120.702935,sim,sim,2.0,3.0,as vezes,nao,3.0,0.767013,1.0,as vezes,transporte publico
F,25.653233,1.66494,110.92217,sim,sim,3.0,3.0,as vezes,nao,1.604075,0.029728,0.200122,as vezes,transporte publico
F,25.493586,,104.704707,sim,sim,3.0,3.0,as vezes,nao,1.170515,,0.896842,as vezes,transporte publico
F,19.262934,1.741014,132.57927,sim,sim,3.0,3.0,as vezes,nao,2.436261,1.464674,0.87092,as vezes,transporte publico
F,25.908431,,103.026858,sim,sim,3.0,3.0,as vezes,nao,1.077253,0.162083,0.824607,as vezes,transporte publico
M,30.357745,1.841852,93.614246,sim,sim,2.045027,2.946063,as vezes,nao,1.307563,1.442485,0.934493,as vezes,transporte publico
M,22.977357,1.839699,120.431551,sim,sim,2.382705,2.938902,as vezes,nao,1.999278,1.686229,0.630866,as vezes,transporte publico
M,18.525525,1.856633,59.258372,sim,sim,2.592247,3.304123,as vezes,nao,2.036764,2.038653,1.119877,nao,carro
F,38.0,1.64,59.8,sim,sim,2.0,3.0,as vezes,nao,2.0,2.0,0.0,nao,transporte publico
F,21.895468,1.64456,88.119139,sim,sim,2.693859,1.000283,as vezes,nao,3.0,1.201403,1.612432,nao,transporte publico
M,21.18354,1.72,80.555875,sim,sim,2.0,2.468421,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
M,,1.8,85.0,sim,nao,2.0,3.0,as vezes,nao,3.0,2.0,,as vezes,transporte publico
F,18.107092,1.703259,91.499683,sim,sim,1.899793,3.0,as vezes,nao,1.439962,0.9529,0.838847,as vezes,transporte publico
F,18.0,1.45,53.0,nao,sim,2.0,3.0,frequentemente,nao,2.0,,2.0,frequentemente,transporte publico
F,,1.686033,104.772164,sim,sim,3.0,3.0,as vezes,nao,1.299194,0.234303,0.946888,as vezes,
M,24.0,1.66,67.0,sim,sim,3.0,1.0,as vezes,nao,2.0,1.0,0.0,nao,transporte publico
M,20.406066,1.868931,63.199726,sim,sim,3.0,3.699594,as vezes,nao,2.825629,1.699592,0.071028,as vezes,carro
F,18.0,1.683,90.924208,sim,sim,2.387426,3.0,as vezes,nao,1.77962,,0.920162,as vezes,transporte publico
M,24.911994,1.785241,88.03748,sim,sim,1.306844,2.279546,as vezes,nao,2.0,0.0,0.739609,as vezes,transporte publico
F,19.407204,1.520862,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.848703,0.0,0.744555,as vezes,transporte publico
F,19.349258,1.52337,42.0,nao,sim,2.913486,1.060796,frequentemente,nao,1.596212,0.108948,0.773087,as vezes,transporte publico
F,18.301773,1.808765,140.292018,sim,sim,3.0,3.0,as vezes,nao,2.830247,1.783138,0.789064,as vezes,transporte publico
F,25.96701,1.654875,104.758713,sim,sim,3.0,3.0,as vezes,nao,2.612758,0.24629,,as vezes,transporte publico
M,23.975685,1.840039,120.975489,sim,sim,2.598207,2.849347,as vezes,,2.006167,1.52001,0.295685,as vezes,transporte publico
,20.979254,1.75655,78.721696,sim,sim,2.0,3.0,as vezes,nao,,0.228753,2.0,frequentemente,transporte publico
F,18.0,1.686904,90.004046,,sim,2.737149,3.0,as vezes,nao,1.997195,1.352663,0.468483,as vezes,transporte publico
M,23.0,1.65,,sim,nao,2.0,,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
M,25.2984,1.827279,120.996074,sim,sim,3.0,3.0,as vezes,nao,3.0,1.110215,0.396352,as vezes,transporte publico
M,26.011928,1.777251,106.452367,sim,sim,3.0,3.0,as vezes,nao,1.911379,1.911096,1.032392,as vezes,transporte publico
F,37.455752,1.508908,63.183846,sim,sim,2.048582,1.047197,as vezes,nao,2.0,0.15136,0.22596,as vezes,carro
M,23.0,1.68,62.0,nao,nao,2.0,4.0,frequentemente,nao,2.0,0.0,0.0,as vezes,carro
F,18.166318,1.649553,82.323954,sim,sim,2.864776,3.0,as vezes,nao,1.876915,0.631565,,nao,transporte publico
M,22.988004,1.80827,91.363293,sim,sim,1.963965,1.836226,as vezes,nao,1.85537,0.0,1.667745,as vezes,transporte publico
F,23.474165,1.577115,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.876101,0.0,nao,transporte publico
,19.665881,1.676346,49.105025,nao,nao,2.720701,3.0,as vezes,nao,2.0,1.862235,1.0,as vezes,transporte publico
M,26.607478,1.793174,118.165082,sim,sim,2.002076,3.0,as vezes,nao,2.338373,0.897562,0.081156,as vezes,transporte publico
F,19.994543,1.537739,39.101805,,sim,1.118436,3.0,as vezes,nao,1.997744,2.432443,1.626194,as vezes,transporte publico
M,18.0,1.716691,51.149283,sim,sim,1.813234,3.0,as vezes,nao,1.274815,0.520407,1.673584,as vezes,transporte publico
M,25.512048,1.660761,104.321463,sim,sim,2.748971,1.213431,as vezes,nao,1.448875,0.128548,1.239038,nao,transporte publico
F,21.334585,1.729045,131.529267,sim,sim,,3.0,as vezes,nao,1.302193,,0.94232,as vezes,transporte publico
M,18.0,1.7,80.0,nao,nao,3.0,1.0,as vezes,nao,1.0,1.0,0.0,nao,transporte publico
F,18.0,1.62,55.0,,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,nao,
F,25.834018,1.62456,110.10589,sim,sim,3.0,3.0,as vezes,nao,1.81786,0.011161,0.447224,as vezes,transporte publico
F,28.0,1.7,73.0,sim,nao,2.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,andando
M,20.0,1.65,58.0,nao,sim,2.0,3.0,as vezes,nao,,,1.0,as vezes,transporte publico
F,20.843363,1.521008,67.083121,sim,,2.493448,3.0,as vezes,nao,1.849997,0.954459,1.444532,nao,transporte publico
M,20.027764,1.611434,103.175516,sim,sim,2.983042,1.109956,as vezes,nao,1.430444,0.0,1.690901,nao,transporte publico
M,26.011928,1.777251,106.452367,sim,sim,3.0,3.0,as vezes,nao,1.911379,1.911096,1.032392,as vezes,transporte publico
M,18.525834,1.776989,57.275946,sim,sim,2.0,3.747163,as vezes,nao,2.575535,2.0,1.84383,nao,carro
F,18.024853,1.7,50.0,nao,sim,1.0816,3.520555,frequentemente,nao,1.016968,0.651412,1.0,as vezes,transporte publico
F,21.0,1.52,42.0,,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
M,25.035915,1.763101,88.532032,sim,sim,1.973499,1.081805,as vezes,nao,2.0,0.0,0.464022,as vezes,transporte publico
F,20.843363,1.521008,67.083121,sim,,2.493448,3.0,as vezes,nao,1.849997,0.954459,1.444532,nao,transporte publico
F,25.748627,1.66877,104.774144,sim,sim,3.0,3.0,as vezes,nao,1.526416,0.180158,0.747909,as vezes,
M,19.0,1.67,68.0,nao,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,transporte publico
M,18.525525,1.856633,59.258372,sim,sim,2.592247,3.304123,as vezes,nao,2.036764,2.038653,1.119877,nao,carro
F,21.009596,1.714193,131.866734,sim,sim,3.0,3.0,as vezes,nao,1.709556,1.592494,0.925843,as vezes,transporte publico
F,37.597953,1.62901,80.0,,sim,2.450784,2.952821,as vezes,,1.335192,0.180276,0.0,as vezes,carro
M,17.052914,1.710616,99.860254,sim,sim,2.0,3.0,as vezes,nao,2.0,0.067491,0.894105,nao,transporte publico
F,37.524551,1.567915,,sim,sim,2.0,3.0,as vezes,nao,2.102976,0.0,0.0,as vezes,carro
M,30.357745,1.841852,93.614246,sim,sim,2.045027,2.946063,as vezes,nao,1.307563,1.442485,0.934493,as vezes,transporte publico
M,20.720639,1.705304,99.873716,sim,sim,2.0,,as vezes,nao,2.0,0.0,1.917679,nao,transporte publico
M,23.096353,1.728183,,sim,sim,2.0,2.986172,as vezes,,2.364208,2.492402,1.632506,nao,transporte publico
F,22.0,1.675446,51.154201,sim,sim,3.0,3.0,frequentemente,nao,2.815293,1.978631,1.0,nao,transporte publico
F,31.62638,1.666023,72.906186,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.301385,as vezes,
F,22.0,1.68,52.0,,sim,3.0,3.0,frequentemente,nao,2.0,0.0,1.0,nao,transporte publico
F,23.0,,75.0,sim,sim,2.0,3.0,frequentemente,sim,2.0,0.0,2.0,nao,andando
F,37.872971,1.565366,80.0,sim,sim,2.002564,1.974233,as vezes,nao,1.935398,1.649299,0.0,as vezes,carro
F,22.0,1.65,60.0,,sim,,3.0,as vezes,nao,2.0,,0.0,as vezes,carro
F,16.941489,1.551288,54.93242,nao,sim,1.75375,1.296156,as vezes,,2.0,0.110174,1.944675,as vezes,transporte publico
M,25.550506,1.77274,114.254278,sim,sim,2.175276,3.0,as vezes,nao,2.128176,1.306476,0.079334,as vezes,transporte publico
F,25.907833,1.623113,102.555691,sim,sim,3.0,3.0,as vezes,nao,1.063422,0.051097,0.543118,as vezes,transporte publico
F,37.063599,1.502609,75.279605,sim,sim,2.0,3.0,as vezes,nao,1.759803,0.0,0.0,as vezes,carro
M,,1.796415,120.988454,sim,sim,2.475892,3.0,as vezes,nao,2.949356,1.866839,0.100048,as vezes,transporte publico
F,24.317607,1.586751,79.109029,,sim,2.0,1.0,as vezes,nao,2.0,0.852446,0.0,nao,transporte publico
F,18.766033,1.579561,,nao,sim,2.027574,1.0,as vezes,nao,1.636326,0.0,1.906141,as vezes,transporte publico
F,18.0,1.692913,89.93889,sim,sim,2.818502,3.0,as vezes,nao,1.991251,1.492967,0.0,nao,transporte publico
M,20.338815,1.698829,98.572753,sim,sim,2.0,2.392811,as vezes,nao,2.0,0.0,,nao,transporte publico
F,26.0,1.652674,111.919155,sim,sim,3.0,3.0,as vezes,nao,2.814517,0.0,0.101598,as vezes,transporte publico
M,26.490926,1.872517,120.898397,sim,sim,,3.0,as vezes,nao,2.939492,1.208142,0.738935,as vezes,transporte publico
M,22.771001,1.86516,121.527369,sim,sim,2.739,2.740492,as vezes,nao,1.824561,1.094839,0.0,as vezes,transporte publico
,26.0,1.648143,111.950113,sim,sim,3.0,3.0,as vezes,nao,2.786417,0.0,0.079673,as vezes,transporte publico
M,31.662814,1.848965,98.912261,sim,sim,2.399531,2.623079,as vezes,nao,2.535127,1.030752,0.606264,as vezes,carro
F,,1.616533,65.062945,sim,sim,2.388168,1.0,,nao,1.438018,0.110887,1.165817,nao,transporte publico
M,22.0,1.84,84.0,sim,sim,3.0,3.0,frequentemente,nao,2.0,3.0,0.0,as vezes,transporte publico
F,18.743587,1.789143,138.202869,sim,sim,3.0,3.0,as vezes,nao,2.83377,0.806422,0.672513,as vezes,transporte publico
F,21.0,1.5,42.3,sim,nao,1.0,1.0,as vezes,nao,,3.0,0.0,nao,transporte publico
M,18.181821,,79.863546,sim,nao,2.492758,2.270163,as vezes,nao,1.992586,1.452467,0.864583,nao,transporte publico
M,18.026457,1.752123,80.0,sim,sim,2.0,2.794156,as vezes,nao,2.377362,0.101236,0.105895,nao,
F,26.0,1.66,112.0,sim,nao,3.0,3.0,as vezes,nao,3.0,0.0,0.0,nao,carro
M,30.0,1.76,112.0,sim,sim,1.0,3.0,nao,sim,2.0,0.0,0.0,,carro
F,21.0,1.753578,77.97917,sim,sim,2.273548,2.39007,as vezes,nao,1.648404,0.874643,1.102696,as vezes,
F,18.052394,1.725233,75.970712,sim,,2.927409,3.0,as vezes,nao,2.209991,1.0,0.797215,frequentemente,transporte publico
M,23.0,1.712556,75.480764,sim,sim,3.0,3.654061,as vezes,nao,1.229915,0.793489,1.597608,as vezes,transporte publico
M,24.825398,1.796332,,sim,sim,2.195964,3.0,as vezes,nao,2.514872,1.664722,0.127673,as vezes,
M,21.0,1.79,,sim,sim,2.0,3.0,sempre,nao,1.0,0.0,0.0,as vezes,transporte publico
F,21.0,1.52,56.0,sim,nao,3.0,3.0,as vezes,sim,3.0,3.0,0.0,,transporte publico
F,20.989016,1.80734,155.872093,sim,sim,3.0,3.0,as vezes,nao,2.417122,0.952725,0.573958,as vezes,transporte publico
F,17.0,1.6,53.0,nao,sim,1.0,3.0,as vezes,nao,1.0,2.0,2.0,as vezes,andando
M,20.0,1.56,45.0,nao,nao,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
F,19.755797,1.542328,63.856193,nao,sim,2.628791,,as vezes,,1.512035,0.303722,0.003229,as vezes,transporte publico
M,18.0,1.792239,108.244379,sim,sim,2.0,2.141839,as vezes,nao,2.939847,1.0,0.103056,as vezes,transporte publico
M,24.002404,1.609418,100.078367,sim,sim,2.885693,1.685134,as vezes,nao,1.011849,0.503105,1.217929,nao,transporte publico
F,37.955371,1.560648,80.0,sim,sim,2.846452,1.139317,as vezes,nao,1.459511,1.71807,0.0,as vezes,carro
M,29.881301,1.758189,108.721893,sim,sim,3.0,3.0,,nao,1.271178,1.944728,0.0,as vezes,carro
M,19.16097,1.662728,77.473204,sim,nao,2.008656,1.402771,as vezes,nao,3.0,0.112383,0.32803,as vezes,transporte publico
M,26.199321,1.885119,121.065052,,sim,2.423291,3.0,as vezes,nao,2.902682,1.243567,0.555591,as vezes,transporte publico
,26.680376,1.812259,118.277657,sim,sim,2.239634,3.0,as vezes,nao,2.684264,0.979306,0.0,as vezes,transporte publico
M,25.100513,1.830596,118.424156,sim,sim,1.455602,3.0,as vezes,nao,2.363307,1.144683,0.101026,as vezes,transporte publico
M,18.0,1.8,72.0,sim,sim,2.0,3.0,as vezes,nao,2.0,3.0,0.0,as vezes,carro
F,39.648946,1.572791,80.086524,sim,sim,2.071622,2.977909,as vezes,nao,1.468297,0.0,0.0,nao,carro
M,23.0,1.72,66.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,andando
F,25.908431,,103.026858,sim,sim,3.0,3.0,as vezes,nao,1.077253,0.162083,0.824607,as vezes,transporte publico
F,22.0,1.7,66.0,sim,nao,3.0,3.0,sempre,,2.0,2.0,1.0,as vezes,transporte publico
F,16.0,1.55,45.0,nao,sim,2.0,3.0,frequentemente,,2.0,1.0,1.0,nao,transporte publico
M,28.377958,1.766946,113.235538,sim,sim,2.314175,3.0,as vezes,nao,2.151809,0.0,1.578517,,carro
F,21.198217,1.743841,78.88036,sim,sim,2.510583,1.0,as vezes,nao,2.0,2.119682,0.0,as vezes,transporte publico
M,35.389491,1.78,100.84763,sim,sim,2.069267,1.476204,as vezes,nao,3.0,,0.092736,frequentemente,carro
,19.0,1.56,50.0,nao,sim,2.0,1.0,as vezes,nao,1.0,0.0,,nao,transporte publico
F,40.0,1.68,80.0,nao,nao,3.0,3.0,as vezes,nao,3.0,0.0,0.0,nao,carro
F,26.0,1.624099,109.978402,sim,sim,3.0,3.0,as vezes,nao,2.523793,0.0,0.383953,as vezes,transporte publico
F,34.044229,1.665807,77.098973,sim,sim,2.976975,1.346987,as vezes,nao,1.868349,0.702538,0.879333,nao,carro
F,18.288205,1.713564,50.0,nao,sim,1.140615,3.471536,as vezes,nao,1.0,2.0,1.0,as vezes,transporte publico
F,18.367481,1.745644,133.665587,sim,sim,3.0,,as vezes,nao,2.900857,1.508897,0.625371,,transporte publico
F,22.0,1.6,82.0,sim,sim,1.0,1.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
F,26.0,1.656465,111.949972,sim,,3.0,3.0,as vezes,nao,2.784303,0.0,0.127775,as vezes,transporte publico
F,20.0,1.62,53.0,nao,sim,3.0,1.0,as vezes,nao,3.0,1.0,,nao,transporte publico
F,23.0,1.649736,84.134712,sim,sim,2.334474,1.496776,as vezes,nao,2.776724,0.782416,0.167728,nao,transporte publico
M,20.0,1.76,55.0,sim,sim,2.0,4.0,as vezes,nao,3.0,2.0,,nao,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,
M,21.420537,1.712473,75.0,sim,sim,2.0,3.0,as vezes,nao,1.362642,0.921268,0.139013,as vezes,transporte publico
M,,1.64,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,0.0,frequentemente,carro
F,17.807828,1.518067,55.822119,nao,sim,1.773265,2.118153,as vezes,nao,1.075239,0.085388,1.915191,as vezes,transporte publico
M,23.367212,1.853223,87.083266,sim,sim,2.0,1.097312,as vezes,nao,1.328835,1.264257,1.0,as vezes,carro
F,45.0,1.675953,79.66832,sim,sim,2.598051,3.0,as vezes,nao,1.0,0.0,0.0,nao,carro
M,19.329542,,55.700497,sim,sim,2.0,4.0,as vezes,nao,2.157395,2.0,1.679149,nao,carro
M,40.794057,1.735851,109.889334,sim,sim,2.305349,3.169089,as vezes,nao,1.02161,0.908981,0.0,nao,carro
M,16.0,1.84,45.0,sim,sim,3.0,3.0,sempre,nao,3.0,3.0,2.0,as vezes,andando
F,39.214514,1.580765,62.631382,sim,sim,2.487167,3.0,as vezes,nao,2.396977,0.577063,0.435072,as vezes,carro
F,23.0,1.6,63.0,sim,nao,3.0,3.0,frequentemente,nao,2.0,3.0,0.0,as vezes,andando
M,26.271621,1.660955,90.0,sim,sim,2.0,3.0,as vezes,nao,3.0,0.669278,0.505266,as vezes,carro
M,23.451595,1.670227,75.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.129163,1.983678,as vezes,transporte publico
M,22.276969,1.84995,121.786485,sim,sim,3.0,,as vezes,nao,1.555534,0.348839,0.0,as vezes,transporte publico
F,38.895069,1.549257,80.0,sim,sim,2.736628,1.130751,as vezes,nao,1.385175,1.666965,0.0,as vezes,carro
F,18.0,1.685633,90.032671,sim,sim,2.496455,3.0,as vezes,nao,1.850344,1.066101,0.732265,as vezes,transporte publico
F,16.0,1.57,49.0,nao,sim,2.0,4.0,sempre,nao,,0.0,1.0,as vezes,transporte publico
F,19.735968,1.699956,49.98297,nao,sim,1.204855,3.531038,as vezes,nao,1.134658,2.0,1.0,as vezes,transporte publico
,22.851773,1.752115,79.414603,sim,sim,3.0,1.0,as vezes,nao,2.0,2.315983,0.0,as vezes,transporte publico
F,17.402028,1.710756,50.0,nao,sim,2.015258,3.300666,as vezes,nao,1.315608,0.069802,1.0,as vezes,transporte publico
M,22.975526,1.701986,95.0,sim,sim,2.0,3.0,as vezes,nao,2.02127,1.814869,1.066603,nao,transporte publico
F,18.988581,1.544263,41.535047,nao,sim,2.68601,1.0,as vezes,,1.310074,0.0,1.0647,as vezes,transporte publico
,22.944349,1.799742,89.98168,sim,sim,1.34138,1.94671,as vezes,nao,2.0,0.0,0.975504,as vezes,transporte publico
M,19.443639,1.744733,87.27989,sim,sim,2.442536,3.0,as vezes,nao,2.825629,3.0,0.0,as vezes,transporte publico
F,25.0,1.61,61.0,nao,nao,2.0,3.0,,nao,1.0,2.0,1.0,as vezes,transporte publico
,28.393111,1.685462,99.540122,sim,sim,2.774562,2.301129,as vezes,nao,1.0,1.621733,0.138314,nao,transporte publico
M,34.432669,1.694997,84.451423,sim,sim,,2.693646,as vezes,nao,2.60669,1.170823,0.290898,nao,carro
F,23.0,1.6,52.0,nao,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,as vezes,carro
F,25.909353,1.644078,102.277765,sim,sim,3.0,3.0,as vezes,nao,1.029241,0.075776,1.0,as vezes,transporte publico
F,21.996523,1.733263,50.890363,nao,nao,3.0,3.765526,frequentemente,nao,1.656082,0.42777,0.555967,as vezes,transporte publico
F,21.501721,1.809871,152.394739,sim,sim,3.0,3.0,as vezes,nao,2.351207,0.246831,0.91336,,transporte publico
F,24.497373,1.737056,132.527011,sim,,3.0,3.0,as vezes,nao,2.86559,0.973864,0.58345,as vezes,transporte publico
F,17.25813,1.600184,65.0,sim,sim,,2.298612,as vezes,nao,2.0,0.547515,1.619473,as vezes,transporte publico
M,18.0,1.86,110.0,sim,sim,2.0,1.0,as vezes,sim,2.0,1.0,2.0,as vezes,transporte publico
